order_id,product_id,quantity,selling_price,discount,customer_id,order_date,region,payment_mode,category,sub_category,brand,cost_price,revenue,cost_total,profit,discount_impact,is_return,margin_pct
6898,323,1,46.0,0,237,2024-07-16,North,Credit Card,Home & Kitchen,Storage,DreamHome,24.92,46.0,24.92,21.08,0.0,False,45.83
6898,478,1,211.85,5,237,2024-07-16,North,Credit Card,Sports & Outdoors,Team Sports,ActiveGear,107.96,211.85,107.96,103.89,10.5925,False,49.04
6899,188,1,47.0,0,9,2024-11-13,West,Credit Card,Books,Educational,WordCraft,18.39,47.0,18.39,28.61,0.0,False,60.87
6899,83,1,534.0,0,9,2024-11-13,West,Credit Card,Home & Kitchen,Furniture,ComfortPro,338.79,534.0,338.79,195.20999999999998,0.0,False,36.56
6899,310,1,22.95,15,9,2024-11-13,West,Credit Card,Sports & Outdoors,Yoga,OutdoorPro,12.97,22.95,12.97,9.979999999999999,3.4425,False,43.49
6899,19,2,2708.25,25,9,2024-11-13,West,Credit Card,Electronics,Smartwatches,Electra,2070.38,5416.5,4140.76,1275.7399999999998,1354.125,False,23.55
6899,226,1,94.05,5,9,2024-11-13,West,Credit Card,Sports & Outdoors,Cycling,OutdoorPro,46.46,94.05,46.46,47.589999999999996,4.7025,False,50.6
6900,70,1,527.0,0,1109,2023-02-18,North,Credit Card,Home & Kitchen,Cookware,HomeEase,295.62,527.0,295.62,231.38,0.0,False,43.91
6900,148,1,406.3,15,1109,2023-02-18,North,Credit Card,Home & Kitchen,Bedding,LivingSpace,271.51,406.3,271.51,134.79000000000002,60.945,False,33.17
6901,301,1,236.0,0,1372,2023-11-27,South,Net Banking,Clothing,Men's Wear,FashionHub,111.54,236.0,111.54,124.46,0.0,True,52.74
6901,142,2,625.6,15,1372,2023-11-27,South,Net Banking,Home & Kitchen,Cookware,KitchenKing,468.0,1251.2,936.0,315.20000000000005,187.68,False,25.19
6901,73,1,666.9,10,1372,2023-11-27,South,Net Banking,Home & Kitchen,Decor,LivingSpace,447.51,666.9,447.51,219.39,66.69,False,32.9
6902,496,1,295.5,25,706,2023-03-26,West,Debit Card,Sports & Outdoors,Cycling,SportMax,207.6,295.5,207.6,87.9,73.875,False,29.75
6902,102,1,3781.65,15,706,2023-03-26,West,Debit Card,Electronics,Mobile Phones,NovaTech,2457.71,3781.65,2457.71,1323.94,567.2475,False,35.01
6902,261,1,22.95,15,706,2023-03-26,West,Debit Card,Books,Educational,WordCraft,12.56,22.95,12.56,10.389999999999999,3.4425,False,45.27
6903,42,1,99.0,10,146,2024-10-06,South,Debit Card,Clothing,Women's Wear,UrbanFit,49.88,99.0,49.88,49.12,9.9,True,49.62
6903,390,1,109.8,10,146,2024-10-06,South,Debit Card,Clothing,Accessories,ClassicWear,52.28,109.8,52.28,57.519999999999996,10.98,False,52.39
6903,358,2,48.0,0,146,2024-10-06,South,Debit Card,Sports & Outdoors,Cycling,SportMax,27.12,96.0,54.24,41.76,0.0,False,43.5
6904,460,2,42.75,5,1406,2024-08-10,East,Debit Card,Home & Kitchen,Furniture,KitchenKing,27.16,85.5,54.32,31.18,4.275,False,36.47
6905,293,1,89.3,5,291,2024-09-19,North,Debit Card,Clothing,Kids' Wear,StyleCraft,44.62,89.3,44.62,44.68,4.465,False,50.03
6905,148,2,478.0,0,291,2024-09-19,North,Debit Card,Home & Kitchen,Bedding,LivingSpace,271.51,956.0,543.02,412.98,0.0,False,43.2
6906,130,1,112.0,0,1372,2024-09-26,South,UPI,Clothing,Footwear,ClassicWear,46.7,112.0,46.7,65.3,0.0,False,58.3
6907,431,1,1515.0,50,1188,2024-07-29,West,Debit Card,Electronics,Smartwatches,TechPro,1888.9,1515.0,1888.9,-373.9000000000001,757.5,False,-24.68
6907,18,2,1394.85,15,1188,2024-07-29,West,Debit Card,Electronics,Laptops,TechPro,1081.54,2789.7,2163.08,626.6199999999999,418.455,True,22.46
6907,444,3,244.8,15,1188,2024-07-29,West,Debit Card,Home & Kitchen,Bedding,KitchenKing,182.92,734.4000000000001,548.76,185.6400000000001,110.16000000000003,True,25.28
6908,212,1,32.4,10,1841,2024-06-17,South,Wallet,Books,Non-Fiction,StoryHouse,12.88,32.4,12.88,19.519999999999996,3.24,False,60.25
6908,172,2,38.0,0,1841,2024-06-17,South,Wallet,Clothing,Kids' Wear,UrbanFit,19.82,76.0,39.64,36.36,0.0,False,47.84
6909,230,1,24.3,10,580,2023-04-16,East,COD,Books,Fiction,PageTurner,12.96,24.3,12.96,11.34,2.43,False,46.67
6909,479,1,197.1,10,580,2023-04-16,East,COD,Clothing,Accessories,ClassicWear,225.07,197.1,225.07,-27.97,19.71,False,-14.19
6910,468,1,102.4,20,1406,2023-08-18,West,UPI,Clothing,Women's Wear,UrbanFit,54.69,102.4,54.69,47.71000000000001,20.48,False,46.59
6910,286,1,2806.4,20,1406,2023-08-18,West,UPI,Electronics,Headphones,NovaTech,2183.97,2806.4,2183.97,622.4300000000003,561.28,False,22.18
6910,218,2,300.9,15,1406,2023-08-18,West,UPI,Home & Kitchen,Furniture,KitchenKing,225.37,601.8,450.74,151.05999999999995,90.27,False,25.1
6911,378,1,327.0,0,1443,2024-12-22,West,UPI,Sports & Outdoors,Camping,SportMax,189.76,327.0,189.76,137.24,0.0,False,41.97
6911,68,1,33.3,10,1443,2024-12-22,West,UPI,Clothing,Men's Wear,UrbanFit,16.86,33.3,16.86,16.439999999999998,3.33,False,49.37
6911,348,3,239.2,20,1443,2024-12-22,West,UPI,Clothing,Men's Wear,FashionHub,154.15,717.5999999999999,462.45000000000005,255.14999999999986,143.51999999999998,False,35.56
6912,247,1,236.55,5,1205,2024-07-16,South,COD,Clothing,Men's Wear,StyleCraft,115.89,236.55,115.89,120.66000000000001,11.8275,False,51.01
6913,136,1,41.4,10,162,2023-08-01,South,Debit Card,Clothing,Men's Wear,FashionHub,19.0,41.4,19.0,22.4,4.14,False,54.11
6913,93,1,73.8,10,162,2023-08-01,South,Debit Card,Sports & Outdoors,Yoga,SportMax,46.06,73.8,46.06,27.739999999999995,7.38,True,37.59
6914,478,1,211.85,5,1327,2023-04-11,South,Credit Card,Sports & Outdoors,Team Sports,ActiveGear,107.96,211.85,107.96,103.89,10.5925,False,49.04
6915,143,1,193.0,0,1995,2023-09-23,South,UPI,Sports & Outdoors,Fitness,SportMax,93.57,193.0,93.57,99.43,0.0,True,51.52
6915,206,1,700.2,10,1995,2023-09-23,South,UPI,Home & Kitchen,Storage,LivingSpace,433.76,700.2,433.76,266.44000000000005,70.02,False,38.05
6915,222,2,392.4,10,1995,2023-09-23,South,UPI,Home & Kitchen,Storage,DreamHome,220.59,784.8,441.18,343.61999999999995,78.48,False,43.78
6915,173,1,53.1,10,1995,2023-09-23,South,UPI,Sports & Outdoors,Team Sports,ActiveGear,28.44,53.1,28.44,24.66,5.31,False,46.44
6915,232,1,2356.2,15,1995,2023-09-23,South,UPI,Electronics,Laptops,Electra,1841.98,2356.2,1841.98,514.2199999999998,353.43,False,21.82
6916,230,1,24.3,10,830,2024-11-23,South,UPI,Books,Fiction,PageTurner,12.96,24.3,12.96,11.34,2.43,False,46.67
6916,80,1,436.5,10,830,2024-11-23,South,UPI,Home & Kitchen,Storage,KitchenKing,300.27,436.5,300.27,136.23000000000002,43.65,False,31.21
6916,425,1,80.0,0,830,2024-11-23,South,UPI,Home & Kitchen,Storage,ComfortPro,50.34,80.0,50.34,29.659999999999997,0.0,False,37.07
6916,176,1,123.2,20,830,2024-11-23,South,UPI,Clothing,Women's Wear,StyleCraft,82.82,123.2,82.82,40.38000000000001,24.64,False,32.78
6917,8,3,230.0,0,1708,2024-05-26,North,Credit Card,Clothing,Women's Wear,TrendSetter,92.89,690.0,278.67,411.33,0.0,False,59.61
6917,104,2,19.95,5,1708,2024-05-26,North,Credit Card,Books,Comics,KnowledgeFirst,7.58,39.9,15.16,24.74,1.995,False,62.01
6918,392,1,182.4,5,1372,2024-03-28,South,Net Banking,Clothing,Accessories,UrbanFit,197.57,182.4,197.57,-15.169999999999987,9.12,False,-8.32
6919,66,1,35.0,0,1384,2024-04-11,East,UPI,Books,Non-Fiction,LearnHub,12.44,35.0,12.44,22.560000000000002,0.0,False,64.46
6919,333,1,484.0,0,1384,2024-04-11,East,UPI,Home & Kitchen,Furniture,LivingSpace,257.9,484.0,257.9,226.10000000000002,0.0,False,46.71
6919,310,1,24.3,10,1384,2024-04-11,East,UPI,Sports & Outdoors,Yoga,OutdoorPro,12.97,24.3,12.97,11.33,2.43,False,46.63
6920,116,1,152.15,15,959,2024-12-04,South,COD,Clothing,Men's Wear,TrendSetter,93.72,152.15,93.72,58.43000000000001,22.8225,False,38.4
6920,476,1,51.3,10,959,2024-12-04,South,COD,Books,Non-Fiction,PageTurner,21.75,51.3,21.75,29.549999999999997,5.13,False,57.6
6921,463,2,175.75,5,1773,2024-03-11,East,Wallet,Home & Kitchen,Decor,LivingSpace,119.44,351.5,238.88,112.62,17.575,False,32.04
6921,248,1,231.2,15,1773,2024-03-11,East,Wallet,Clothing,Footwear,TrendSetter,142.58,231.2,142.58,88.61999999999998,34.68,False,38.33
6921,115,1,469.8,10,1773,2024-03-11,East,Wallet,Home & Kitchen,Bedding,DreamHome,279.17,469.8,279.17,190.63,46.98,False,40.58
6922,70,3,527.0,0,1406,2023-04-08,South,UPI,Home & Kitchen,Cookware,HomeEase,295.62,1581.0,886.86,694.14,0.0,False,43.91
6922,490,1,205.7,15,1406,2023-04-08,South,UPI,Clothing,Men's Wear,TrendSetter,110.13,205.7,110.13,95.57,30.855,False,46.46
6922,276,3,2108.25,25,1406,2023-04-08,South,UPI,Electronics,Smartwatches,ZoomTech,1793.46,6324.75,5380.38,944.3699999999999,1581.1875,False,14.93
6923,78,3,342.55,15,1773,2024-08-06,East,Wallet,Sports & Outdoors,Camping,ActiveGear,216.86,1027.65,650.58,377.07000000000005,154.1475,False,36.69
6923,43,1,349.0,0,1773,2024-08-06,East,Wallet,Sports & Outdoors,Camping,OutdoorPro,186.37,349.0,186.37,162.63,0.0,False,46.6
6923,242,3,496.4,15,1773,2024-08-06,East,Wallet,Home & Kitchen,Bedding,ComfortPro,303.08,1489.1999999999998,909.24,579.9599999999998,223.37999999999997,False,38.94
6924,13,1,158.0,0,1372,2024-07-30,South,Debit Card,Sports & Outdoors,Team Sports,SportMax,92.79,158.0,92.79,65.21,0.0,False,41.27
6925,252,1,601.6,20,1372,2024-04-21,South,Credit Card,Home & Kitchen,Bedding,HomeEase,410.2,601.6,410.2,191.40000000000003,120.32,False,31.82
6926,413,1,76.5,15,1506,2024-07-10,West,Credit Card,Clothing,Kids' Wear,UrbanFit,40.02,76.5,40.02,36.48,11.475,False,47.69
6927,494,1,2582.1,10,1372,2023-12-16,South,UPI,Electronics,Mobile Phones,TechPro,1721.75,2582.1,1721.75,860.3499999999999,258.21,False,33.32
6927,10,2,579.0,25,1372,2023-12-16,South,UPI,Electronics,Laptops,NovaTech,433.87,1158.0,867.74,290.26,289.5,False,25.07
6928,301,1,200.6,15,1585,2023-08-21,North,UPI,Clothing,Men's Wear,FashionHub,111.54,200.6,111.54,89.05999999999999,30.09,False,44.4
6929,149,1,403.75,5,1580,2023-11-11,South,Credit Card,Sports & Outdoors,Fitness,FitLife,194.74,403.75,194.74,209.01,20.1875,False,51.77
6930,159,1,28.0,0,1247,2024-06-23,South,Debit Card,Clothing,Footwear,FashionHub,13.41,28.0,13.41,14.59,0.0,True,52.11
6930,360,1,1897.6,20,1247,2024-06-23,South,Debit Card,Electronics,Cameras,TechPro,1352.82,1897.6,1352.82,544.78,379.52,False,28.71
6930,155,1,25.65,5,1247,2024-06-23,South,Debit Card,Books,Fiction,PageTurner,10.68,25.65,10.68,14.969999999999999,1.2825,False,58.36
6931,487,1,340.6,35,569,2023-09-26,West,Credit Card,Home & Kitchen,Cookware,HomeEase,340.51,340.6,340.51,0.09000000000003183,119.21,False,0.03
6931,495,1,446.4,20,569,2023-09-26,West,Credit Card,Sports & Outdoors,Fitness,OutdoorPro,254.31,446.4,254.31,192.08999999999997,89.28,False,43.03
6932,447,1,99.75,5,1372,2023-11-20,South,COD,Clothing,Men's Wear,ClassicWear,43.24,99.75,43.24,56.51,4.9875,False,56.65
6932,469,1,11.4,5,1372,2023-11-20,South,COD,Books,Educational,PageTurner,5.49,11.4,5.49,5.91,0.57,False,51.84
6932,381,3,562.7,15,1372,2023-11-20,South,COD,Electronics,Headphones,Electra,416.92,1688.1000000000001,1250.76,437.34000000000015,253.21500000000003,False,25.91
6933,86,1,933.0,0,830,2023-04-15,South,Debit Card,Electronics,Cameras,ZoomTech,538.11,933.0,538.11,394.89,0.0,False,42.32
6934,404,1,440.8,20,1466,2024-04-14,South,Credit Card,Home & Kitchen,Decor,HomeEase,345.13,440.8,345.13,95.67000000000002,88.16,False,21.7
6934,429,1,321.1,5,1466,2024-04-14,South,Credit Card,Sports & Outdoors,Fitness,SportMax,179.15,321.1,179.15,141.95000000000002,16.055,False,44.21
6935,372,1,162.4,20,1372,2023-03-06,South,Net Banking,Clothing,Men's Wear,FashionHub,110.8,162.4,110.8,51.60000000000001,32.48,True,31.77
6935,443,1,129.2,15,1372,2023-03-06,South,Net Banking,Clothing,Kids' Wear,FashionHub,74.0,129.2,74.0,55.19999999999999,19.38,False,42.72
6936,464,2,33.0,0,1142,2023-02-20,West,Credit Card,Books,Fiction,StoryHouse,14.51,66.0,29.02,36.980000000000004,0.0,False,56.03
6936,61,2,31.2,20,1142,2023-02-20,West,Credit Card,Books,Educational,WordCraft,18.37,62.4,36.74,25.659999999999997,12.48,False,41.12
6937,308,2,175.5,10,706,2023-10-14,West,COD,Clothing,Women's Wear,StyleCraft,79.28,351.0,158.56,192.44,35.1,False,54.83
6938,400,1,420.0,0,262,2024-10-06,South,UPI,Home & Kitchen,Decor,ComfortPro,213.38,420.0,213.38,206.62,0.0,False,49.2
6938,170,1,351.0,10,262,2024-10-06,South,UPI,Home & Kitchen,Furniture,KitchenKing,225.44,351.0,225.44,125.56,35.1,False,35.77
6938,415,3,227.7,10,262,2024-10-06,South,UPI,Home & Kitchen,Bedding,HomeEase,146.48,683.0999999999999,439.43999999999994,243.65999999999997,68.30999999999999,False,35.67
6938,172,2,38.0,0,262,2024-10-06,South,UPI,Clothing,Kids' Wear,UrbanFit,19.82,76.0,39.64,36.36,0.0,False,47.84
6939,303,2,24.0,0,1372,2024-11-09,South,Credit Card,Books,Educational,StoryHouse,10.63,48.0,21.26,26.74,0.0,False,55.71
6939,49,1,3093.6,20,1372,2024-11-09,South,Credit Card,Electronics,Smartwatches,SkyNet,2456.85,3093.6,2456.85,636.75,618.72,False,20.58
6940,159,2,26.6,5,1406,2024-05-02,East,Credit Card,Clothing,Footwear,FashionHub,13.41,53.2,26.82,26.380000000000003,2.66,False,49.59
6940,275,1,341.0,0,1406,2024-05-02,East,Credit Card,Sports & Outdoors,Camping,OutdoorPro,167.99,341.0,167.99,173.01,0.0,False,50.74
6941,339,1,1922.7,15,1422,2023-01-30,East,Debit Card,Electronics,Smartwatches,SkyNet,1441.22,1922.7,1441.22,481.48,288.405,False,25.04
6941,323,2,46.0,0,1422,2023-01-30,East,Debit Card,Home & Kitchen,Storage,DreamHome,24.92,92.0,49.84,42.16,0.0,False,45.83
6942,413,1,81.0,10,221,2023-11-20,West,Debit Card,Clothing,Kids' Wear,UrbanFit,40.02,81.0,40.02,40.98,8.1,False,50.59
6942,127,1,210.0,0,221,2023-11-20,West,Debit Card,Sports & Outdoors,Yoga,ActiveGear,112.24,210.0,112.24,97.76,0.0,False,46.55
6942,325,1,14.4,10,221,2023-11-20,West,Debit Card,Books,Fiction,StoryHouse,6.71,14.4,6.71,7.69,1.44,False,53.4
6942,281,1,129.2,5,221,2023-11-20,West,Debit Card,Sports & Outdoors,Team Sports,TrailBlazer,64.27,129.2,64.27,64.92999999999999,6.46,False,50.26
6943,175,3,584.0,0,1261,2024-07-27,West,UPI,Sports & Outdoors,Team Sports,TrailBlazer,270.6,1752.0,811.8000000000001,940.1999999999999,0.0,False,53.66
6944,191,1,417.0,0,1033,2024-08-10,North,COD,Sports & Outdoors,Camping,SportMax,192.51,417.0,192.51,224.49,0.0,False,53.83
6945,145,1,196.5,25,829,2023-06-15,West,Credit Card,Home & Kitchen,Bedding,HomeEase,165.19,196.5,165.19,31.310000000000002,49.125,False,15.93
6945,131,1,162.0,0,829,2023-06-15,West,Credit Card,Home & Kitchen,Bedding,HomeEase,101.94,162.0,101.94,60.06,0.0,False,37.07
6946,408,1,99.0,10,1372,2023-11-13,South,COD,Clothing,Footwear,ClassicWear,52.04,99.0,52.04,46.96,9.9,False,47.43
6946,269,1,228.0,0,1372,2023-11-13,South,COD,Clothing,Accessories,ClassicWear,116.77,228.0,116.77,111.23,0.0,True,48.79
6947,3,1,530.1,10,779,2023-10-15,North,Debit Card,Sports & Outdoors,Yoga,FitLife,298.94,530.1,298.94,231.16000000000003,53.01,False,43.61
6947,166,2,1403.35,15,779,2023-10-15,North,Debit Card,Electronics,Smartwatches,NovaTech,1869.03,2806.7,3738.06,-931.3600000000001,421.005,True,-33.18
6948,478,2,167.25,25,372,2023-11-05,West,UPI,Sports & Outdoors,Team Sports,ActiveGear,107.96,334.5,215.92,118.58000000000001,83.625,False,35.45
6948,27,3,602.0,0,372,2023-11-05,West,UPI,Electronics,Laptops,NovaTech,353.71,1806.0,1061.1299999999999,744.8700000000001,0.0,False,41.24
6948,457,1,94.0,0,372,2023-11-05,West,UPI,Home & Kitchen,Cookware,KitchenKing,47.87,94.0,47.87,46.13,0.0,False,49.07
6948,433,1,16.0,20,372,2023-11-05,West,UPI,Books,Fiction,PageTurner,8.41,16.0,8.41,7.59,3.2,False,47.44
6948,179,1,432.8,20,372,2023-11-05,West,UPI,Home & Kitchen,Cookware,LivingSpace,349.05,432.8,349.05,83.75,86.56,False,19.35
6949,253,1,116.1,10,706,2024-03-06,West,Wallet,Home & Kitchen,Cookware,LivingSpace,73.61,116.1,73.61,42.489999999999995,11.61,False,36.6
6949,145,2,222.7,15,706,2024-03-06,West,Wallet,Home & Kitchen,Bedding,HomeEase,165.19,445.4,330.38,115.01999999999998,66.81,False,25.82
6949,164,1,96.3,10,706,2024-03-06,West,Wallet,Home & Kitchen,Furniture,DreamHome,58.58,96.3,58.58,37.72,9.63,False,39.17
6949,371,1,152.25,25,706,2024-03-06,West,Wallet,Sports & Outdoors,Camping,OutdoorPro,100.55,152.25,100.55,51.7,38.0625,False,33.96
6950,142,1,625.6,15,1372,2023-12-18,South,Wallet,Home & Kitchen,Cookware,KitchenKing,468.0,625.6,468.0,157.60000000000002,93.84,False,25.19
6950,130,1,95.2,15,1372,2023-12-18,South,Wallet,Clothing,Footwear,ClassicWear,46.7,95.2,46.7,48.5,14.28,True,50.95
6950,162,3,123.25,15,1372,2023-12-18,South,Wallet,Clothing,Women's Wear,UrbanFit,75.39,369.75,226.17000000000002,143.57999999999998,55.4625,False,38.83
6950,223,2,730.8,30,1372,2023-12-18,South,Wallet,Electronics,Cameras,NovaTech,675.86,1461.6,1351.72,109.87999999999988,438.48,False,7.52
6951,413,3,90.0,0,1208,2024-12-21,West,UPI,Clothing,Kids' Wear,UrbanFit,40.02,270.0,120.06,149.94,0.0,False,55.53
6951,467,2,127.8,10,1208,2024-12-21,West,UPI,Home & Kitchen,Storage,DreamHome,82.57,255.6,165.14,90.46000000000001,25.56,False,35.39
6952,71,3,61.0,0,747,2023-08-08,South,Credit Card,Clothing,Accessories,UrbanFit,29.35,183.0,88.05000000000001,94.94999999999999,0.0,False,51.89
6953,488,1,243.2,5,1067,2023-02-07,East,COD,Clothing,Women's Wear,StyleCraft,117.94,243.2,117.94,125.25999999999999,12.16,False,51.5
6953,34,2,2941.0,15,1067,2023-02-07,East,COD,Electronics,Cameras,TechPro,2132.43,5882.0,4264.86,1617.1400000000003,882.3,True,27.49
6954,493,1,460.8,10,142,2023-12-18,West,COD,Home & Kitchen,Bedding,KitchenKing,305.98,460.8,305.98,154.82,46.08,True,33.6
6955,276,1,1686.6,40,291,2024-11-07,North,Credit Card,Electronics,Smartwatches,ZoomTech,1793.46,1686.6,1793.46,-106.86000000000013,674.64,False,-6.34
6956,461,1,153.9,5,706,2024-08-26,West,UPI,Clothing,Kids' Wear,TrendSetter,74.63,153.9,74.63,79.27000000000001,7.695,False,51.51
6957,378,1,277.95,15,142,2023-06-26,West,Net Banking,Sports & Outdoors,Camping,SportMax,189.76,277.95,189.76,88.19,41.6925,False,31.73
6957,463,2,175.75,5,142,2023-06-26,West,Net Banking,Home & Kitchen,Decor,LivingSpace,119.44,351.5,238.88,112.62,17.575,False,32.04
6958,314,2,84.6,10,1860,2023-11-09,North,UPI,Clothing,Footwear,FashionHub,102.31,169.2,204.62,-35.420000000000016,16.92,False,-20.93
6959,485,1,248.0,0,1372,2024-05-19,South,Credit Card,Clothing,Men's Wear,FashionHub,115.46,248.0,115.46,132.54000000000002,0.0,False,53.44
6959,178,1,2011.95,15,1372,2024-05-19,South,Credit Card,Electronics,Laptops,TechPro,1521.67,2011.95,1521.67,490.28,301.7925,True,24.37
6959,115,1,417.6,20,1372,2024-05-19,South,Credit Card,Home & Kitchen,Bedding,DreamHome,279.17,417.6,279.17,138.43,83.52,False,33.15
6960,225,3,130.0,0,1635,2023-04-05,North,UPI,Clothing,Accessories,TrendSetter,53.82,390.0,161.46,228.54,0.0,False,58.6
6960,327,1,143.45,5,1635,2023-04-05,North,UPI,Clothing,Kids' Wear,TrendSetter,77.13,143.45,77.13,66.32,7.1725,False,46.23
6960,158,3,200.45,5,1635,2023-04-05,North,UPI,Clothing,Accessories,FashionHub,94.3,601.3499999999999,282.9,318.44999999999993,30.067499999999995,False,52.96
6960,175,1,467.2,20,1635,2023-04-05,North,UPI,Sports & Outdoors,Team Sports,TrailBlazer,270.6,467.2,270.6,196.59999999999997,93.44,True,42.08
6961,40,1,184.8,20,1962,2023-06-22,North,UPI,Sports & Outdoors,Team Sports,SportMax,115.16,184.8,115.16,69.64000000000001,36.96,False,37.68
6961,347,1,194.0,0,1962,2023-06-22,North,UPI,Sports & Outdoors,Cycling,OutdoorPro,101.15,194.0,101.15,92.85,0.0,False,47.86
6962,124,1,355.3,15,118,2023-07-10,West,COD,Sports & Outdoors,Camping,TrailBlazer,238.72,355.3,238.72,116.58000000000001,53.295,False,32.81
6962,304,1,441.0,0,118,2023-07-10,West,COD,Sports & Outdoors,Team Sports,FitLife,204.13,441.0,204.13,236.87,0.0,True,53.71
6963,164,1,107.0,0,1928,2023-11-27,East,Net Banking,Home & Kitchen,Furniture,DreamHome,58.58,107.0,58.58,48.42,0.0,False,45.25
6963,158,1,189.9,10,1928,2023-11-27,East,Net Banking,Clothing,Accessories,FashionHub,94.3,189.9,94.3,95.60000000000001,18.99,False,50.34
6963,20,2,2704.5,25,1928,2023-11-27,East,Net Banking,Electronics,Mobile Phones,NovaTech,2097.86,5409.0,4195.72,1213.2799999999997,1352.25,False,22.43
6963,106,2,473.4,10,1928,2023-11-27,East,Net Banking,Sports & Outdoors,Camping,ActiveGear,300.07,946.8,600.14,346.65999999999997,94.68,False,36.61
6963,151,2,377.15,5,1928,2023-11-27,East,Net Banking,Home & Kitchen,Bedding,HomeEase,217.31,754.3,434.62,319.67999999999995,37.715,False,42.38
6964,217,1,187.85,15,1911,2023-06-14,West,Debit Card,Clothing,Accessories,UrbanFit,94.13,187.85,94.13,93.72,28.1775,False,49.89
6965,232,1,2356.2,15,1406,2024-03-12,East,COD,Electronics,Laptops,Electra,1841.98,2356.2,1841.98,514.2199999999998,353.43,False,21.82
6965,407,1,210.0,0,1406,2024-03-12,East,COD,Sports & Outdoors,Cycling,ActiveGear,125.32,210.0,125.32,84.68,0.0,False,40.32
6965,230,1,24.3,10,1406,2024-03-12,East,COD,Books,Fiction,PageTurner,12.96,24.3,12.96,11.34,2.43,True,46.67
6966,124,1,355.3,15,1117,2023-01-02,North,COD,Sports & Outdoors,Camping,TrailBlazer,238.72,355.3,238.72,116.58000000000001,53.295,True,32.81
6967,465,1,100.1,30,220,2024-09-27,West,UPI,Clothing,Kids' Wear,ClassicWear,66.78,100.1,66.78,33.31999999999999,30.03,False,33.29
6967,379,1,2372.0,20,220,2024-09-27,West,UPI,Electronics,Mobile Phones,SkyNet,1823.79,2372.0,1823.79,548.21,474.4,False,23.11
6967,422,1,37.0,0,220,2024-09-27,West,UPI,Sports & Outdoors,Camping,SportMax,17.73,37.0,17.73,19.27,0.0,False,52.08
6968,133,1,63.9,10,981,2023-02-05,East,UPI,Books,Comics,WordCraft,25.64,63.9,25.64,38.26,6.39,False,59.87
6968,35,1,112.2,15,981,2023-02-05,East,UPI,Clothing,Kids' Wear,ClassicWear,63.13,112.2,63.13,49.07,16.83,False,43.73
6969,181,2,338.3,15,1236,2024-08-17,North,Wallet,Sports & Outdoors,Yoga,TrailBlazer,184.2,676.6,368.4,308.20000000000005,101.49,False,45.55
6969,353,1,127.0,0,1236,2024-08-17,North,Wallet,Sports & Outdoors,Cycling,ActiveGear,64.39,127.0,64.39,62.61,0.0,False,49.3
6970,454,1,230.85,5,743,2024-10-10,East,UPI,Sports & Outdoors,Yoga,OutdoorPro,124.8,230.85,124.8,106.05,11.5425,True,45.94
6971,288,1,1188.0,25,291,2024-12-22,North,Debit Card,Electronics,Mobile Phones,ZoomTech,929.88,1188.0,929.88,258.12,297.0,False,21.73
6972,453,1,352.8,10,1428,2024-06-30,East,UPI,Sports & Outdoors,Camping,TrailBlazer,233.78,352.8,233.78,119.02000000000001,35.28,False,33.74
6972,257,1,196.65,5,1428,2024-06-30,East,UPI,Clothing,Men's Wear,ClassicWear,100.8,196.65,100.8,95.85000000000001,9.8325,False,48.74
6972,285,1,1433.1,15,1428,2024-06-30,East,UPI,Electronics,Laptops,TechPro,1060.64,1433.1,1060.64,372.4599999999998,214.965,False,25.99
6972,368,3,68.0,0,1428,2024-06-30,East,UPI,Clothing,Men's Wear,UrbanFit,34.49,204.0,103.47,100.53,0.0,False,49.28
6973,355,2,2207.2,20,1327,2023-03-09,South,COD,Electronics,Mobile Phones,NovaTech,1718.75,4414.4,3437.5,976.8999999999996,882.88,True,22.13
6973,237,1,80.1,10,1327,2023-03-09,South,COD,Clothing,Accessories,FashionHub,40.4,80.1,40.4,39.699999999999996,8.01,False,49.56
6973,174,1,211.2,20,1327,2023-03-09,South,COD,Clothing,Footwear,ClassicWear,121.64,211.2,121.64,89.55999999999999,42.24,False,42.41
6974,177,3,26.1,10,915,2024-07-17,North,UPI,Books,Comics,LearnHub,10.83,78.30000000000001,32.49,45.81000000000001,7.830000000000001,False,58.51
6975,303,1,21.6,10,722,2023-11-29,East,UPI,Books,Educational,StoryHouse,10.63,21.6,10.63,10.97,2.16,False,50.79
6976,4,1,88.2,10,1773,2023-12-05,East,UPI,Sports & Outdoors,Fitness,OutdoorPro,54.61,88.2,54.61,33.59,8.82,False,38.08
6976,237,1,89.0,0,1773,2023-12-05,East,UPI,Clothing,Accessories,FashionHub,40.4,89.0,40.4,48.6,0.0,False,54.61
6976,37,2,167.4,10,1773,2023-12-05,East,UPI,Clothing,Kids' Wear,UrbanFit,94.29,334.8,188.58,146.22,33.48,False,43.67
6977,353,1,107.95,15,221,2023-02-04,West,Credit Card,Sports & Outdoors,Cycling,ActiveGear,64.39,107.95,64.39,43.56,16.1925,False,40.35
6977,50,1,2728.0,20,221,2023-02-04,West,Credit Card,Electronics,Headphones,Electra,2357.28,2728.0,2357.28,370.7199999999998,545.6,False,13.59
6978,420,1,205.2,5,736,2024-12-10,North,UPI,Clothing,Women's Wear,ClassicWear,103.64,205.2,103.64,101.55999999999999,10.26,False,49.49
